export_created,job_id,high_priority,req_inkjet,export_company_name,name,qty_est,qty,jobtype,num_inserts,color,export_duedate,export_cur_status,purls,delivery,export_coordinator,paid,invoice,postage_class,postage_type,postage_amt,postage_affixed,postage_due,total,dist_type,mailsize,papertype,fold_type,snap_seal,snap_paper,paper_color,envelopepaper,envelopetype,permit,export_vend_name,export_sales,bw_color,simp_dup,rsm_provided_data,custom_envelope,variable_streetview,data_cost,parent_sheet_size,freight,quoted,add_expenses,clicks_n_paper,labor,production_notes,sf_freight,sf_pmod,sf_quoted,sf_clicks_paper,sf_labor,sf_data,sf_data_po,sf_outside_print,sf_op_po,sf_addit_expense,sf_addit_po
2019-10-29 09:32:41,80455,,yes,Nations Lending - CORP,Nations Lending Refi Home Image Trigger 105,40000,39077,Letter,1,4/0,2019-11-01 00:00:00,Done,no,,Dorothy Nanai,true,246121,First Class Pre-Sort,Permit Imprint,16040.00,,,22940.62,None,8.5x11,,,,,,,,,"[""Denver Redstone Production""]",Bobby Caruso,,,no,0,yes,,,,,,,,"PRINT
4/1
Print 8.5x11 60# white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 half window white envelope

INKJET
BOX 1ST CLASS INDICIA
PRESORTED
FIRST CLASS
U.S. POSTAGE
PAID
SACRAMENTO, CA
PERMIT #1935

MAIL
Sort, bundle, and tray - 1st class 11/01/2019",,,,,,,,,,,
2019-10-29 10:33:20,80459,,no,Nationwide Marketing Services,USAPSRID110119,12001,12000,Post Card,,1/0,2019-11-01 00:00:00,Done,no,,Lindsey Hemphill,true,246028,First Class Pre-Sort,Permit Imprint,3093.35,,,3570.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"PRINT 1/1
QTY: 1,334 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/01",,,,,,,,,,,
2019-10-29 10:51:56,80462,,no,Nationwide Marketing Services,USAPSRMS110219,30001,30000,Post Card,,1/0,2019-11-02 00:00:00,Done,no,,Lindsey Hemphill,true,246029,First Class Pre-Sort,Permit Imprint,7678.55,,,8925.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"PRINT 1/1
QTY: 3,334 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/02",,,,,,,,,,,
2019-10-29 10:57:34,80464,,no,Nationwide Marketing Services,USAPSROH110219,30001,30000,Post Card,,1/0,2019-11-02 00:00:00,Done,no,,Lindsey Hemphill,true,246030,First Class Pre-Sort,Permit Imprint,7841.39,,,8925.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"PRINT 1/1
QTY: 3,334 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/02",,,,,,,,,,,
2019-10-29 11:03:10,80465,,no,Nationwide Marketing Services,USAPSRTX110219,5001,5000,Post Card,,1/0,2019-11-02 00:00:00,Done,no,,Lindsey Hemphill,true,246031,First Class Pre-Sort,Permit Imprint,1344.07,,,1487.50,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"PRINT 1/1
QTY: 556 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/02",,,,,,,,,,,
2019-10-29 11:07:04,80466,,yes,eMortgage Capital,VA MIP 4 1 Green 110519  ,2650,2651,Letter,1,4/0,2019-11-01 00:00:00,Done,no,,Dorothy Nanai,true,246123,First Class Pre-Sort,Permit Imprint,1087.99,,,2112.96,,8.5x11,,,,,,,,,"[""Denver Redstone Production""]",Justin Restaino,,,yes,1,yes,,,,,,,,"PRINT
4/1
Print 8.5x11 60# white paper

FOLD
Tri-fold

INKJET ENVELOPE - 
#10 Single Window GREEN Pastel
1/0
Inkjet INDICIA - 1st class BOX INDICIA

PRESORTED
FIRST CLASS
U.S. POSTAGE
PAID
SACRAMENTO, CA
PERMIT #1935

INSERT (1)
Insert letter into #10 Single Window GREEN window with 1st class box indicia

MAIL
Sort, bundle, and tray - 1st class 11/1/2019",,,,,,,,,,,
2019-10-29 11:10:25,80467,,yes,eMortgage Capital,VA MIP 4 1 Green 110519R  ,2650,2648,Letter,1,4/0,2019-11-05 00:00:00,Done,no,,Dorothy Nanai,true,246124,First Class Pre-Sort,Permit Imprint,1083.9,,,2110.61,None,8.5x11,,,,,,,,,"[""Denver Redstone Production""]",Justin Restaino,,,yes,1,yes,,,,,,,,"PRINT
4/1
Print 8.5x11 60# white paper

FOLD
Tri-fold

INKJET ENVELOPE - 
#10 Single Window GREEN Pastel
1/0
Inkjet INDICIA - 1st class BOX INDICIA

PRESORTED
FIRST CLASS
U.S. POSTAGE
PAID
SACRAMENTO, CA
PERMIT #1935

INSERT (1)
Insert letter into #10 Single Window GREEN window with 1st class box indicia

MAIL
Sort, bundle, and tray - 1st class 11/5/2019",,,,,,,,,,,
2019-10-29 11:23:16,80469,,yes,The Mail Maven,Wendy_USDA_remail08_30_11_01_19,2336,2333,Letter,1,4/0,2019-11-01 00:00:00,Done,yes,,Christine Lee,true,246080,First Class Pre-Sort,Permit Imprint,962.73,,,1353.14,,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,,1,,,,,,,,,"PRINT:
4/1
8.5X11 60# WHITE LETTER
PURLS

FOLD/INSERT
C-FOLD INSERT INTO CUSTOM #10 SINGLE WHITE ENVELOPE PRE-PRINTED CAPITAL BANK RESTON , VA (NO TAG LINE) RS INTERNAL JOB :  80601

MAIL:
FIRST CLASS PRESORT
RS MAIL INDICIA
PERMIT 1935",,,,,,,,,,,
2019-10-29 11:25:15,80470,,no,Burnett Group LLC,November Drop 1,3389,3149,Post Card,,1/0,2019-11-02 00:00:00,Done,no,,Tyler Golding,true,246102,First Class Pre-Sort,Permit Imprint,817.12,,,1068.76,None,4 x 6,,,,,,,,,"[""Denver Redstone Production""]",Heather Lunsford,,,no,0,no,,,,,,,,"QTY- 350 Sheets

PRINT 1/1

PAPER: 9 up on 12X18 #100 WHITE GLOSS COVER

CUT
Cut down to final size of 4X6, NO BLEEDS

MAIL
Sort, Bundle and Tray - First Class, Box, 1935
Prepare for delivery to PO",,,,,,,,,,,
2019-10-29 11:26:34,80471,,yes,The Mail Maven,Lisa_VA_activeJBremail_11_01_19,1315,1317,Letter,1,4/0,2019-11-01 00:00:00,Done,yes,,Christine Lee,true,246083,First Class Pre-Sort,Permit Imprint,559.17,,,763.86,,,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,,1,,,,,,,,,"Print
4/1 Letter on 8.5x11 60# white

Tri fold

Insert into pre printed custom Capital Bank with 2nd notice envelopes JOB 80603

sort and bundle and delivery to the post office",,,,,,,,,,,
2019-10-29 11:27:11,80472,,no,Burnett Group LLC,November Drop 2,3389,3116,Post Card,,1/0,2019-11-09 00:00:00,Done,no,,Tyler Golding,true,246564,First Class Pre-Sort,Permit Imprint,810.59,,,1059.98,None,4 x 6,,,,,,,,,"[""Denver Redstone Production""]",Heather Lunsford,,,no,0,no,,,,,,,,"QTY- 347 Sheets

PRINT 1/1

PAPER: 9 up on 12X18 #100 WHITE GLOSS COVER

CUT
Cut down to final size of 4X6, NO BLEEDS

MAIL
Sort, Bundle and Tray - First Class, Box, 1935
Prepare for delivery to PO",,,,,,,,,,,
2019-10-29 11:29:50,80473,,yes,The Mail Maven,Laura_debtco_NV_remail1000_11_01_19,1000,997,Letter,1,1/0,2019-11-01 00:00:00,Done,yes,,Christine Lee,true,246098,First Class Pre-Sort,Permit Imprint,407.93,,,558.32,,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,,1,,,,,,,,,"PRINT
1/1
Print 8.5x11 60# WHITE

FOLD
Tri-fold and insert in customer envelope for HENDERSON NV RS JOB: 80668
MAIL 1st Class
Sort, bundle, and tray",,,,,,,,,,,
2019-10-29 11:30:24,80474,,no,Burnett Group LLC,November Drop 3,3389,3120,Post Card,,1/0,2019-11-16 00:00:00,Done,no,,Tyler Golding,true,246805,First Class Pre-Sort,Permit Imprint,794.2,,,1043.86,None,4 x 6,,,,,,,,,"[""Denver Redstone Production""]",Heather Lunsford,,,no,0,no,,,,,,,,"QTY- 347 Sheets

PRINT 1/1

PAPER: 9 up on 12X18 #100 WHITE GLOSS COVER

CUT
Cut down to final size of 4X6, NO BLEEDS

MAIL
Sort, Bundle and Tray - First Class, Box, 1935
Prepare for delivery to PO",,,,,,,,,,,
2019-10-29 11:32:04,80475,,no,Burnett Group LLC,November Drop 4,3389,3127,Post Card,,1/0,2019-11-29 00:00:00,Delivery / Mailed,no,,Tyler Golding,true,247170,First Class Pre-Sort,Permit Imprint,799.33,,,1049.47,None,4 x 6,,,,,,,,,"[""Denver Redstone Production""]",Heather Lunsford,,,no,0,no,,,,,,,,"QTY- 348 Sheets

PRINT 1/1

PAPER: 9 up on 12X18 #100 WHITE GLOSS COVER

CUT
Cut down to final size of 4X6, NO BLEEDS

MAIL
Sort, Bundle and Tray - First Class, Box, 1935
Prepare for delivery to PO",,,,,,,,,,,
2019-10-29 11:59:37,80479,,no,HomePlus Mortgage,VA Streamline 110219,12532,12529,Snap Pack,,1/0,2019-11-02 00:00:00,Done,yes,,Lindsey Hemphill,true,246070,Standard,Permit Imprint,,,,4798.52,PMOD,8.5x11,20#,C-Fold,Pressure Seal,Black & White,White,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"**5 Variable templates based off of the property state: CA, CO, OR, WA, FL**

PRINT 1/1
8.5x11 C-Fold Pressure seal form

TRI-FOLD & pressure seal

MAIL sort, bundle, & tray - PMOD 11/02",,,,,,,,,,,
2019-10-29 11:59:47,80480,,no,HomePlus Mortgage,VA Streamline 110519,6267,6264,Snap Pack,,1/0,2019-11-05 00:00:00,Done,yes,,Lindsey Hemphill,true,246071,Standard,Permit Imprint,,,,2417.82,PMOD,8.5x11,20#,C-Fold,Pressure Seal,Black & White,White,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"**5 Variable templates based off of the property state: CA, CO, OR, WA, FL**

PRINT 1/1
8.5x11 C-Fold Pressure seal form

TRI-FOLD & pressure seal

MAIL sort, bundle, & tray - PMOD 11/05",,,,,,,,,,,
2019-10-29 11:59:57,80481,,no,HomePlus Mortgage,VA Streamline 110819,12532,12527,Snap Pack,,1/0,2019-11-08 00:00:00,Done,yes,,Lindsey Hemphill,true,246072,Standard,Permit Imprint,,,,4797.76,PMOD,8.5x11,20#,C-Fold,Pressure Seal,Black & White,White,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"**5 Variable templates based off of the property state: CA, CO, OR, WA, FL**

PRINT 1/1
8.5x11 C-Fold Pressure seal form

TRI-FOLD & pressure seal

MAIL sort, bundle, & tray - PMOD 11/08",,,,,,,,,,,
2019-10-29 12:14:33,80482,,no,"Strategic REI, Inc",Kern Streetview PC 110119,6195,6183,Post Card,,4/1,2019-11-01 00:00:00,Done,no,,Lindsey Hemphill,true,246048,First Class Pre-Sort,Permit Imprint,1579.65,,,2137.22,None,4 x 6,,,,,,,,,"[""RS W.Sac""]",Bobby Caruso,1,2,no,0,yes,,,,,,,,"PRINT 4/1
QTY: 687 Sheets
9 up on 13x19 67# WHITE vellum bristol

CHOP cut down to final size of 4x6
**has bleeds**

MAIL sort, bundle, & tray - 1st class 11/01",,,,,,,,,,,
2019-10-29 12:20:05,80484,,,Snap Pack Mail,Imperial Print - Billing Failure Snaps - Drop 577,2383,2037,Snap Pack,,1/1,2019-11-01 00:00:00,Done,no,,Mika Hemphill,true,246137,First Class Pre-Sort,Permit Imprint,865.07,,,975.25,None,8.5x11,70# (67.5#),Half Fold,Converted,White 70# (67.5#),White,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,no,,no,,,,,,,,"100% PRINT & MAIL ANY DAMAGED PIECES 
PLEASE REPRINT, REFOLD, AND MAIL 
**ABSOLUTELY NO EXCEPTIONS** 

PRINT 1/1 
Print 8.5x11 CUSTOM NORTON SHELLS WITH 1ST CLASS INDICIA 

FOLD 
Half-fold and Snap 

MAIL Sort, bundle, and tray - 1st class ",,,,,,,,,,,
2019-10-29 12:30:29,80487,,no,Overflowworks,AdvantageFirst Lending - 10372-19 - FHA D1,1667,1655,Letter,1,1/0,2019-11-01 00:00:00,Done,no,,Leslie Moores,true,246100,Standard,Permit Imprint,467.81,,,634.41,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SINGLE WINDOW BROWN KRAFT ENVELOPES- STD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-29 12:32:14,80488,,no,Overflowworks,AdvantageFirst Lending - 10372-19 - FHA D2,1667,1662,Letter,1,1/0,2019-11-05 00:00:00,Done,no,,Leslie Moores,true,246346,Standard,Permit Imprint,469.76,,,636.90,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SW BROWN KRAFT ENVELOPES- STD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O.",,,,,,,,,,,
2019-10-29 12:33:46,80489,,no,Overflowworks,AdvantageFirst Lending - 10372-19 - FHA D3,1670,1656,Letter,1,1/1,2019-11-07 00:00:00,Done,no,,Leslie Moores,true,246436,Standard,Permit Imprint,460.23,,,626.90,None,8.5x11,20#,,,,White,#10 White,Double Window,1935,"[""RS W.Sac""]",Andy Cody,0,2,no,0,no,,,,,,,,"PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SW BROWN KRAFT ENVELOPES-- STD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O.",,,,,,,,,,,
2019-10-29 12:36:25,80490,,no,Overflowworks,AdvantageFirst Lending - 10373-19 - VA D1,1667,1655,Letter,1,1/0,2019-11-01 00:00:00,Done,no,,Leslie Moores,true,246101,Standard,Permit Imprint,464.64,,,631.24,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SINGLE WINDOW BROWN KRAFT ENVELOPES- STD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-29 12:38:11,80492,,no,Overflowworks,AdvantageFirst Lending - 10373-19 - VA D2,1667,1654,Letter,1,1/0,2019-11-05 00:00:00,Done,no,,Leslie Moores,true,246347,Standard,Permit Imprint,464.38,,,630.89,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,yes,,,,,,,,"PRINT
4/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SW BROWN KRAFT ENVELOPES-- STD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O.",,,,,,,,,,,
2019-10-29 12:39:40,80493,,no,Overflowworks,AdvantageFirst Lending - 10373-19 - VA D3,1670,1658,Letter,1,1/1,2019-11-07 00:00:00,Done,no,,Leslie Moores,true,246451,Standard,Permit Imprint,460.24,,,627.06,None,8.5x11,20#,,,,White,#10 White,Double Window,1935,"[""RS W.Sac""]",Andy Cody,0,2,no,0,no,,,,,,,,"PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SW BROWN KRAFT ENVELOPES-- STD 1935

MAIL
SORT, BUNDLE, AND TRAY 
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-29 14:25:41,80500,,no,TagQuest,HMG FHA CONV CD1014019AR Drop 2,2500,2499,Letter,1,1/0,2019-11-01 00:00:00,Done,no,,Dorothy Nanai,true,246115,First Class Pre-Sort,Permit Imprint,1031.84,,,1239.28,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Contact user not set,,,no,0,no,,,,,,,,"PRINT
1/0
Print 8.5x11 60# white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 single window white envelope with 1st class eagle indicia

MAIL
Sort, bundle, and tray - 1st class 11/1/2019",,,,,,,,,,,
2019-10-29 14:47:27,80501,,no,TurboLetters,Andres Romo - Street View Postcard v2 4x6 - 12701,250,250,Post Card,,4/0,2019-11-04 00:00:00,Done,no,,Dorothy Nanai,true,246272,First Class Pre-Sort,Permit Imprint,87.50,,,194.00,None,4 x 6,,,,,,,,,"[""RS W.Sac""]",Jared Phillips,,,no,0,yes,,,,,,,,"PRINT
4/1
Print 9 up on 12x18 100# gloss cover paper

CUT
Cut down to final size of 4x6 postcard

MAIL
Sort, bundle, and tray - 1st class",,,,,,,,,,,
2019-10-29 14:58:00,80503,,yes,Overflowworks,Simplify - 10375-19 - 2nd Attempt Leads ,571,573,Letter,1,1/0,2019-11-02 00:00:00,Done,no,,Leslie Moores,true,246162,First Class Pre-Sort,Permit Imprint,243.63,,,345.88,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"ENVELOPES BEING PRINTED ON RSINTERNAL JOB# 80769

PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
HALF FOLD

INSERT
INTO CUSTON 6X9 DOUBLE WINDOW WHITE ENVELOPES WITH TAGLINE AND 1ST CLASS INDICIA FROM RS INTERNAL 80769

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-29 16:10:23,80504,,no,Print Project Managers,APOS Therapy Mailing,3931,3901,Post Card,,4/0,2019-11-01 00:00:00,Done,no,,Lindsey Hemphill,true,246156,Standard,Permit Imprint,1083.13,,,1356.20,None,6 x 9,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT 4/4
QTY: 976 Sheets
4 up on 13x19 100# white gloss cover

CHOP CUT to final size of 6x9
**has bleeds**

MAIL sort, bundle, & tray - Standard 11/01",,,,,,,,,,,
2019-10-29 16:12:11,80505,,no,Print Project Managers,WBA PC,2432,2408,Post Card,,4/0,2019-11-01 00:00:00,Done,no,,Lindsey Hemphill,true,246157,First Class Pre-Sort,Permit Imprint,1017.44,,,1186.00,None,6 x 11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT 4/4
QTY: 803 Sheets
3 up on 13x19 100# white gloss cover

CHOP CUT to final size of 6x11
**has bleeds**

MAIL sort, bundle, & tray - 1st class 11/01",,,,,,,,,,,
2019-10-29 19:26:50,80513,,no,Low VA Rates (Lehi Branch),Past Client Arms 103119,1945,1634,Snap Pack,,4/0,2019-11-01 00:00:00,Done,yes,,Lindsey Hemphill,true,246104,First Class Pre-Sort,Permit Imprint,692.99,,,1065.54,None,,,Half Fold,Pressure Seal,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT 4/4
8.5x11 WHITE/WHITE half fold pressure seal form

HALF-FOLD & pressure seal

MAIL sort, bundle, & tray - 1st class 11/01",,,,,,,,,,,
2019-10-30 07:11:56,80525,1,yes,Classic Mail Corp,Martinez-Paur,5000,5002,Letter,1,4/0,2019-11-06 00:00:00,Done,no,,Heather Lunsford,true,246485,Standard,Stamp,1113.94,500.20,613.74,2000.80,Drop Ship,8.5x11,,,,,,,,,"[""RS W.Sac""]",Jared Phillips,,,no,0,no,,,,,,,,"2 PRINT FILES
- STATIC LETTER
- VARIABLE ENVELOPES

PRINT - STATIC LETTER
4/4 WITH BLEEDS
Print 2 up on 12x18 100# Gloss Text

CUT
Cut down to final size of 8.5x11


PRINT OR INKJET - ENVELOPE - VARIABLE
4/0
Print 6x9 envelope

TABBER
Apply standard pre-canceled stamps

STAGE AT INSERTER TO MEET UP WITH LETTER

FOLD:
Half-Fold

INSERT (1)
Insert letter into CUSTOM 6x9 Envelope with turkey leaf

MAIL
Sort, bundle, and tray - DROP SHIP",,,,,,,,,,,
2019-10-30 07:12:49,80526,,yes,The Mail Maven,Laura_remainFHA_NV_11_01_19,2328,2311,Letter,1,1/0,2019-11-01 00:00:00,Done,yes,,Christine Lee,true,246132,First Class Pre-Sort,Permit Imprint,,,,1294.16,,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,,1,,,,,,,,,"Print
1/1 Letter on 8.5x11 60# white

Tri fold

Insert into pre printed custom #10 single envelopes return address: 2250 Corporate Circle, Suite 350 Henderson, NV 89074 RS INTERNAL 80605

sort and bundle and delivery to the post office",,,,,,,,,,,
2019-10-30 08:05:09,80539,,no,Nations Lending - CORP,Nations Lending Birthday Postcard 4,400,402,Post Card,,4/0,2019-11-02 00:00:00,Done,no,,Dorothy Nanai,true,246203,First Class Pre-Sort,Permit Imprint,140.70,,,279.41,None,4.25 x 6,,,,,,,,,"[""RS W.Sac""]",Bobby Caruso,,,no,0,no,,,,,,,,"PRINT
4/4
Print 8 up on 13x19 100# gloss cover

CUT
Cut down to final size of 4.25x6 postcard

MAIL
Sort, bundle, and tray - 1st class",,,,,,,,,,,
2019-10-30 08:30:19,80540,,yes,"GREEN STREET MORTGAGE LENDERS, INC",FHA SINGLE WINDOW GOOGLE IMAGE   103119,6801,6789,Letter,1,4/0,2019-11-01 00:00:00,Done,no,,Leslie Moores,true,246153,Standard,Permit Imprint,1705.14,,,4330.86,PMOD,8.5x11,,,,,,,,,"[""Denver Redstone Production""]",Bobby Caruso,,,yes,0,yes,,,,,,,,"PRINT
4/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 SINGLE WINDOW GREEN PASTEL ENVELOPES- STANDARD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-30 09:55:32,80549,,no,Nationwide Marketing Services,COPPFL110119,20001,20000,Post Card,,1/0,2019-11-01 00:00:00,Done,no,,Lindsey Hemphill,true,246074,First Class Pre-Sort,Permit Imprint,5343.19,,,5950.00,None,4 x 6,Custom,,,,Custom,,,1935,"[""RS W.Sac""]",Andy Cody,,,no,,no,,,,,,,,"PRINT 4/4
QTY: 2,223 Sheets
9 up on 12x18 65# cosmic ORANGE paper

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/01",,,,,,,,,,,
2019-10-30 10:01:53,80550,,no,TurboLetters,Pinny Lubinsky - Yellow Post Card 4 x 6 - 12721,1908,1769,Post Card,,4/4,2019-11-07 00:00:00,Done,no,,Dorothy Nanai,true,246506,First Class Pre-Sort,Permit Imprint,461.35,,,585.08,None,4 x 6,67#,,,,White Vellum Bristol,,,1935,"[""RS W.Sac""]",Jared Phillips,1,2,no,,no,,,,,,,,"PRINT
1/1
Print 9 up on 12x18 67# vellum bristol yellow paper

CUT
Cut down to final size of 4x6 postcard

MAIL
Sort, bundle, and tray - 1st class",,,,,,,,,,,
2019-10-30 10:06:39,80551,,no,TriPoint Lending ,AL Chksnp 111819 AT ,90596,90454,Snap Pack,,1/0,2019-11-12 00:00:00,Done,yes,,Megan Thompson,true,246238,Standard,Permit Imprint,22859.74,,,31522.79,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-30 10:07:20,80552,,no,TriPoint Lending ,AL Chksnp 111819 DT,13094,13091,Snap Pack,,1/0,2019-11-12 00:00:00,Done,yes,,Megan Thompson,true,246245,Standard,Permit Imprint,3333.85,,,4721.18,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,,0,,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-30 10:07:58,80553,,no,TriPoint Lending ,AL Chksnp 111819 CW,42040,41919,Snap Pack,,1/0,2019-11-13 00:00:00,Done,yes,,Megan Thompson,true,246171,Standard,Permit Imprint,10788.08,,,14759.53,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-30 10:08:33,80554,,no,TriPoint Lending ,AL Chksnp 111819 ATh,12436,12358,Snap Pack,,1/0,2019-11-14 00:00:00,Done,yes,,Megan Thompson,true,246249,Standard,Permit Imprint,3142.75,,,4353.11,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-30 10:09:15,80555,,no,TriPoint Lending ,AL Chksnp 111819 AP,15666,15554,Snap Pack,,1/0,2019-11-14 00:00:00,Done,yes,,Megan Thompson,true,246253,Standard,Permit Imprint,3892.18,,,6127.56,PMOD,,,C-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,,0,,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- PMOD",,,,,,,,,,,
2019-10-30 10:10:13,80556,,no,TriPoint Lending ,AL Chksnp 111819 DP,9856,9785,Snap Pack,,1/0,2019-11-14 00:00:00,Done,yes,,Megan Thompson,true,246251,Standard,Permit Imprint,2473.87,,,3853.05,PMOD,,,C-Fold,Pressure Seal,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,,0,,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- PMOD",,,,,,,,,,,
2019-10-30 10:41:44,80564,,no,Sovereign Lending Group Incorporated,Past Clients 103119,4954,3806,Letter,1,4/0,2019-11-01 00:00:00,Done,yes,,Lindsey Hemphill,true,246114,Standard,Permit Imprint,1022.37,,,1970.95,PMOD,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT 4/1
8.5x11 60# white paper

TRI-FOLD

INSERT (1) letter into SW White envelopes with standard eagle indicia

MAIL sort, bundle, & tray - PMOD 11/01",,,,,,,,,,,
