sending_num,receiving_num,text_timestamp
97449 50000,95269 20533,7/9/16 18:40
99001 95783,78298 02848,7/9/16 18:48
84314 00609,99007 06998,7/9/16 18:55
78295 48262,70121 27677,7/9/16 18:57
97411 71155,98443 99204,7/9/16 19:02
94487 29969,97419 41164,7/9/16 19:10
92411 96415,97406 74488,7/9/16 19:19
81517 73746,94497 77615,7/9/16 19:20
97389 12538,90352 50054,7/9/16 19:22
93432 65750,92425 27794,7/9/16 19:27
97390 23922,90359 52497,7/9/16 19:29
78139 24512,90192 87313,7/9/16 19:31
93427 56500,98447 12671,7/9/16 19:35
90365 06212,97424 22395,7/9/16 19:35
87141 37314,93435 31225,7/9/16 19:37
81525 78007,93418 41992,7/9/16 19:40
93422 47940,90084 16988,7/9/16 19:48
97386 37259,78290 31269,7/9/16 19:49
70121 27677,78295 48262,7/9/16 19:51
94488 97308,97391 99665,7/9/16 19:55
81525 12041,90356 11723,7/9/16 19:56
97419 41164,94487 29969,7/9/16 19:58
90197 69887,97424 53609,7/9/16 20:05
92414 22596,93421 63491,7/9/16 20:17
90365 51029,94499 38099,7/9/16 20:24
81520 43406,92421 64236,7/9/16 20:28
90368 72970,94001 07403,7/9/16 20:36
78133 10302,93423 23000,7/9/16 20:36
99006 60463,99003 88572,7/9/16 20:40
78132 18081,77956 90632,7/9/16 20:41
92411 96415,78993 92058,7/9/16 20:43
77950 18278,89078 69605,7/9/16 20:43
90358 98099,97406 74488,7/9/16 20:43
93423 23000,78133 10302,7/9/16 20:52
81517 73746,94497 77615,7/9/16 20:57
97420 86635,90193 20957,7/9/16 20:59
90192 87313,78139 24512,7/9/16 21:01
98452 19037,90355 94399,7/9/16 21:02
94488 97308,97391 99665,7/9/16 21:05
94499 20763,84314 16122,7/9/16 21:12
94491 55790,90359 99240,7/9/16 21:14
78993 92058,92411 96415,7/9/16 21:19
95264 40233,98440 68457,7/9/16 21:21
90359 52497,97390 23922,7/9/16 21:22
90082 61126,90366 69257,7/9/16 21:26
90088 09624,93434 31551,7/9/16 21:31
94492 23068,90359 91512,7/9/16 21:32
84313 45689,78295 65598,7/9/16 21:32
78290 31269,97386 37259,7/9/16 21:36
95262 44233,98442 33257,7/9/16 21:37
97393 04671,95262 44233,7/9/16 21:40
81515 42171,98440 02823,7/9/16 21:41
98447 12671,93427 56500,7/9/16 21:49
92413 79027,74060 75431,7/9/16 21:50
87141 37314,93435 31225,7/9/16 21:51
78138 56841,99009 32475,7/9/16 21:56
97412 66065,94006 62384,7/9/16 21:56
81524 55552,97380 60551,7/9/16 21:56
90088 09624,93434 31551,7/9/16 22:02
98444 72482,98446 78140,7/9/16 22:06
90352 50054,97389 12538,7/9/16 22:12
92421 64236,81520 43406,7/9/16 22:12
97403 09983,90198 03659,7/9/16 22:14
97395 95120,94490 65627,7/9/16 22:16
92411 96415,77956 90632,7/9/16 22:17
81526 05544,99612 41256,7/9/16 22:18
90355 10919,81524 55552,7/9/16 22:20
93421 63491,92414 22596,7/9/16 22:24
93415 21881,98454 90038,7/9/16 22:24
90359 52497,97390 23922,7/9/16 22:26
70121 27677,83012 37742,7/9/16 22:32
78295 48262,70121 27677,7/9/16 22:34
90355 94399,98452 19037,7/9/16 22:42
84313 45689,78295 65598,7/9/16 22:43
92413 38675,90362 07317,7/9/16 22:49
98454 07778,93412 66159,7/9/16 22:54
93420 59147,90357 17994,7/9/16 22:55
77956 90632,78132 18081,7/9/16 23:00
98458 13389,93423 23000,7/9/16 23:11
97424 21092,90351 35947,7/9/16 23:11
90365 51029,97380 60551,7/9/16 23:12
97391 99665,94488 97308,7/9/16 23:13
94490 65627,97395 95120,7/9/16 23:14
90359 79636,84311 10322,7/9/16 23:22
90083 59148,97421 07528,7/9/16 23:22
90197 69887,97424 53609,7/9/16 23:22
98440 65896,78295 65598,7/9/16 23:29
90359 99240,94491 55790,7/9/16 23:30
97414 15280,90199 91061,7/9/16 23:40
94489 72078,92415 91418,7/9/16 23:43
92425 27794,93432 65750,7/9/16 23:44
92411 96415,77956 90632,7/9/16 23:48
94495 34273,94491 05266,7/9/16 23:48
90193 20957,97420 86635,7/9/16 23:49
90368 72970,97391 99665,7/9/16 23:49
78295 65598,84313 45689,7/9/16 23:50
77950 18278,89078 69605,7/9/16 23:54
97420 86635,90193 20957,7/9/16 23:55
78136 65840,74066 93594,8/9/16 6:09
89076 07067,93421 63491,8/9/16 6:12
93423 23000,98458 13389,8/9/16 6:13
92411 96415,78993 92058,8/9/16 6:18
97415 99182,97393 04671,8/9/16 6:21
94482 95223,97425 92186,8/9/16 6:25
90084 16988,98449 60656,8/9/16 6:26
92421 64236,81520 43406,8/9/16 6:29
98445 42844,99617 74886,8/9/16 6:30
90198 03659,97403 09983,8/9/16 6:31
92413 79027,74060 75431,8/9/16 6:36
97424 53609,90197 69887,8/9/16 6:38
99616 15114,94006 62384,8/9/16 6:43
84311 10322,90359 79636,8/9/16 6:47
78136 65840,74066 93594,8/9/16 6:48
94006 62384,99616 15114,8/9/16 6:51
94499 38099,90365 51029,8/9/16 6:59
90365 06212,81513 30231,8/9/16 6:59
97406 06245,97403 09983,8/9/16 7:01
94495 34273,94491 05266,8/9/16 7:13
77956 90632,78132 18081,8/9/16 7:22
90368 72970,97391 99665,8/9/16 7:24
93423 23000,78133 10302,8/9/16 7:24
90194 00845,97416 17124,8/9/16 7:26
90199 91061,97414 15280,8/9/16 7:33
98441 32533,93410 98013,8/9/16 7:37
94499 20763,90354 08732,8/9/16 7:43
98458 13389,93423 23000,8/9/16 7:46
94499 20763,90354 08732,8/9/16 7:49
97424 53609,90197 69887,8/9/16 7:54
98440 68457,95264 40233,8/9/16 7:55
94489 95536,93418 82576,8/9/16 7:57
97425 92186,94482 95223,8/9/16 7:58
90365 51029,97380 60551,8/9/16 8:03
81515 42171,98440 02823,8/9/16 8:06
94499 20763,90354 08732,8/9/16 8:11
98446 78140,98444 72482,8/9/16 8:34
78299 99223,92424 51984,8/9/16 8:36
90355 94399,98452 19037,8/9/16 8:37
94492 23068,94489 95536,8/9/16 8:39
98449 60656,90084 16988,8/9/16 8:43
81525 12041,90356 11723,8/9/16 8:48
98453 46196,94005 06213,8/9/16 8:55
92411 96415,77956 90632,8/9/16 8:55
97421 07528,90083 59148,8/9/16 8:59
94006 62384,97412 66065,8/9/16 9:07
93410 98013,78295 60375,8/9/16 9:07
97424 21092,98451 87493,8/9/16 9:07
93421 63491,92414 22596,8/9/16 9:10
94491 55790,90359 99240,8/9/16 9:10
78295 65598,84313 45689,8/9/16 9:10
81517 73746,94497 77615,8/9/16 9:12
94490 65627,97395 95120,8/9/16 9:14
90359 52497,97390 23922,8/9/16 9:18
81515 65055,78295 48262,8/9/16 9:28
97406 74488,92411 96415,8/9/16 9:37
78295 65598,98440 65896,8/9/16 9:37
94497 44333,97385 70012,8/9/16 9:38
97385 70012,97424 53609,8/9/16 9:40
97411 71155,98443 99204,8/9/16 9:43
99001 95783,89076 36757,8/9/16 9:48
70121 27677,78295 48262,8/9/16 9:49
78132 18081,77956 90632,8/9/16 9:55
90351 49472,90199 67471,8/9/16 9:58
93436 09781,98448 72117,8/9/16 10:09
94491 55790,90359 99240,8/9/16 10:09
78295 60375,83015 22251,8/9/16 10:14
90359 79636,84311 10322,8/9/16 10:15
92428 82401,97385 29751,8/9/16 10:19
74066 31484,98454 90038,8/9/16 10:26
94488 97308,97391 99665,8/9/16 10:29
94492 23068,90359 91512,8/9/16 10:30
97391 99665,94488 97308,8/9/16 10:35
95264 40233,98440 68457,8/9/16 10:37
90199 91061,97414 15280,8/9/16 10:39
94495 34273,94491 05266,8/9/16 10:45
93428 11808,96565 52272,8/9/16 10:49
84313 45689,78295 65598,8/9/16 10:49
70121 27677,90359 79636,8/9/16 10:51
97421 07528,90083 59148,8/9/16 10:57
97406 74488,92411 96415,8/9/16 11:00
98445 42844,99617 74886,8/9/16 11:03
89078 69605,77950 18278,8/9/16 11:08
93418 41992,97385 35042,8/9/16 11:12
99610 89720,90197 69887,8/9/16 11:13
90083 59148,97421 07528,8/9/16 11:28
78298 02848,99001 95783,8/9/16 11:29
94480 31371,97426 25297,8/9/16 11:30
90366 69257,90082 61126,8/9/16 11:30
97384 69866,87146 31956,8/9/16 11:40
83015 22251,78295 60375,8/9/16 11:40
92424 51984,78299 99223,8/9/16 11:40
98446 78140,98440 65896,8/9/16 11:41
93434 31551,90088 09624,8/9/16 11:43
78138 56841,97426 75324,8/9/16 11:44
90197 24124,99612 41256,8/9/16 11:44
92411 96415,97406 74488,8/9/16 11:47
98440 65896,78295 65598,8/9/16 11:48
97386 37259,78290 31269,8/9/16 11:48
99617 74886,98445 42844,8/9/16 11:54
92411 96415,97406 74488,8/9/16 11:59
97424 60171,94486 40312,8/9/16 12:03
94489 72078,97416 29480,8/9/16 12:06
94499 38099,90365 51029,8/9/16 12:08
78138 56841,97426 75324,8/9/16 12:10
81522 26166,90194 00845,8/9/16 12:13
97424 21092,90351 35947,8/9/16 12:18
98458 13389,93423 23000,8/9/16 12:18
97385 70012,94497 44333,8/9/16 12:20
97446 95253,97428 35959,8/9/16 12:33
97406 74488,90358 98099,8/9/16 12:37
93434 31551,90088 09624,8/9/16 12:38
92421 64236,81520 43406,8/9/16 12:42
90193 20957,97420 86635,8/9/16 12:46
98440 65896,98446 78140,8/9/16 12:47
94482 95223,97425 92186,8/9/16 12:51
84314 16122,94499 20763,8/9/16 12:57
99009 32475,81519 62015,8/9/16 12:57
97424 53609,90197 69887,8/9/16 13:05
97424 53609,97385 70012,8/9/16 13:07
99001 95783,89076 36757,8/9/16 13:09
93436 09781,98448 72117,8/9/16 13:11
97391 99665,90368 72970,8/9/16 13:11
99610 89720,90197 69887,8/9/16 13:16
94489 72078,92415 91418,8/9/16 13:24
96565 52272,93428 11808,8/9/16 13:26
94497 77615,81517 73746,8/9/16 13:26
90365 51029,97380 60551,8/9/16 13:27
98448 72117,93436 09781,8/9/16 13:28
81517 73746,94497 77615,8/9/16 13:29
92411 96415,77956 90632,8/9/16 13:38
94499 20763,97386 20071,8/9/16 13:44
94492 23068,90359 91512,8/9/16 13:44
90351 35947,97424 21092,8/9/16 13:45
93420 59147,90357 17994,8/9/16 13:46
84312 48999,94485 80091,8/9/16 13:47
98451 87493,97424 21092,8/9/16 13:53
90194 00845,97416 17124,8/9/16 13:57
90366 36573,98448 87878,8/9/16 14:03
90357 17994,93420 59147,8/9/16 14:03
92414 22596,93421 63491,8/9/16 14:06
90083 59148,97421 07528,8/9/16 14:10
90197 69887,99610 89720,8/9/16 14:12
94490 65627,97395 95120,8/9/16 14:16
94482 95223,97425 92186,8/9/16 14:20
90352 50054,97389 12538,8/9/16 14:24
97424 53609,97385 70012,8/9/16 14:31
97385 70012,97424 53609,8/9/16 14:35
90359 79636,70121 27677,8/9/16 14:37
93423 23000,78133 10302,8/9/16 14:37
99610 89720,90197 69887,8/9/16 14:42
97380 60551,81524 55552,8/9/16 14:53
94499 20763,90354 08732,8/9/16 14:57
93418 41992,97385 35042,8/9/16 14:58
92421 64236,81520 43406,8/9/16 15:05
93410 56456,98453 86521,8/9/16 15:07
97416 29480,94489 72078,8/9/16 15:12
98445 42844,99617 74886,8/9/16 15:20
78133 71458,70127 59322,8/9/16 15:25
90357 17994,93420 59147,8/9/16 15:30
97406 74488,92411 96415,8/9/16 15:31
87141 37314,93435 31225,8/9/16 15:33
97416 29480,94489 72078,8/9/16 15:34
97391 99665,94488 97308,8/9/16 15:34
93434 31551,90088 09624,8/9/16 15:37
89076 36757,92421 09526,8/9/16 15:39
81519 62015,99009 32475,8/9/16 15:46
93427 56500,98447 12671,8/9/16 15:47
98440 02823,81515 42171,8/9/16 15:52
94499 20763,90354 08732,8/9/16 15:59
94492 23068,94489 95536,8/9/16 16:00
94488 97308,97391 99665,8/9/16 16:01
98449 60656,97414 62784,8/9/16 16:08
97424 53609,90197 69887,8/9/16 16:09
94489 95536,93418 82576,8/9/16 16:10
92414 22596,93421 63491,8/9/16 16:10
90359 99240,94491 55790,8/9/16 16:16
90194 00845,81522 26166,8/9/16 16:20
94489 72078,92415 91418,8/9/16 16:20
93412 66159,98454 07778,8/9/16 16:21
97391 99665,90368 72970,8/9/16 16:23
94006 62384,99616 15114,8/9/16 16:24
77956 90632,78132 18081,8/9/16 16:25
97385 29751,92428 82401,8/9/16 16:31
78295 48262,81515 65055,8/9/16 16:45
99612 41256,90197 24124,8/9/16 16:45
90355 94399,97391 99665,8/9/16 16:46
97395 95120,94490 65627,8/9/16 16:52
94497 44333,97385 70012,8/9/16 16:52
97449 50000,78295 78750,8/9/16 16:54
96565 52272,93428 11808,8/9/16 16:57
98449 60656,90084 16988,8/9/16 17:00
90083 59148,97421 07528,8/9/16 17:04
87141 73076,78290 30467,8/9/16 17:07
97416 17124,90194 00845,8/9/16 17:17
93421 63491,92414 22596,8/9/16 17:20
94491 55790,90359 99240,8/9/16 17:20
84311 10322,90359 79636,8/9/16 17:26
94499 20763,97386 20071,8/9/16 17:28
90368 72970,97391 99665,8/9/16 17:28
94489 72078,92415 91418,8/9/16 17:34
90362 07317,92413 38675,8/9/16 17:37
97446 95253,97428 35959,8/9/16 17:39
84314 16122,94499 20763,8/9/16 17:39
98444 42212,97393 04671,8/9/16 17:43
94490 65627,97395 95120,8/9/16 17:44
74294 40351,98440 02823,8/9/16 17:48
93432 65750,92425 27794,8/9/16 17:49
92415 91418,94489 72078,8/9/16 17:50
78138 56841,97426 75324,8/9/16 17:51
94001 07403,90368 72970,8/9/16 17:51
93422 47940,94488 97308,8/9/16 17:54
81525 78007,93418 41992,8/9/16 17:55
92415 91418,94489 72078,8/9/16 17:56
90084 16988,93422 47940,8/9/16 17:59
90357 17994,93420 59147,8/9/16 18:00
90199 91061,97414 15280,8/9/16 18:02
99004 86250,97390 23922,8/9/16 18:04
93435 31225,87141 37314,8/9/16 18:08
98444 95768,99003 47921,8/9/16 18:10
78295 60375,93410 98013,8/9/16 18:17
90366 36573,98448 87878,8/9/16 18:27
81520 43406,92421 64236,8/9/16 18:31
78136 65840,74066 93594,8/9/16 18:31
81525 12041,90356 11723,8/9/16 18:33
99616 15114,94006 62384,8/9/16 18:36
92413 38675,90362 07317,8/9/16 18:39
92413 79027,74060 75431,8/9/16 18:41
94499 20763,90354 08732,8/9/16 18:41
98441 32533,70129 62374,8/9/16 18:43
94489 72078,97416 29480,8/9/16 18:45
94489 95536,94492 23068,8/9/16 18:49
84312 48999,94485 80091,8/9/16 18:54
98442 33257,95262 44233,8/9/16 18:56
78295 65598,84313 45689,8/9/16 18:57
90082 61126,90366 69257,8/9/16 19:01
94497 44333,97385 70012,8/9/16 19:26
97403 49292,98445 33687,8/9/16 19:28
99610 89720,90197 69887,8/9/16 19:37
98454 07778,97421 07528,8/9/16 19:38
99009 32475,81519 62015,8/9/16 19:41
84311 10322,90359 79636,8/9/16 19:44
99001 23133,90359 79636,8/9/16 19:44
78295 48262,81515 65055,8/9/16 19:54
89071 31755,78290 99865,8/9/16 19:55
97399 92703,97421 07528,8/9/16 19:57
90361 52679,90359 91512,8/9/16 20:05
90363 85738,99610 89720,8/9/16 20:08
98441 32533,93410 98013,8/9/16 20:09
95269 20533,97449 50000,8/9/16 20:18
92414 22596,93421 63491,8/9/16 20:25
84313 45689,78295 65598,8/9/16 20:27
70121 27677,78295 48262,8/9/16 20:34
90359 52497,97390 23922,8/9/16 20:35
90192 87313,78139 24512,8/9/16 20:36
70121 27677,90359 79636,8/9/16 20:42
93412 66159,94499 20763,8/9/16 20:47
81510 47188,97429 02055,8/9/16 20:48
97406 74488,92411 96415,8/9/16 20:55
90194 00845,97416 17124,8/9/16 21:01
94485 80091,84312 48999,8/9/16 21:03
81515 65055,78295 48262,8/9/16 21:05
97425 92186,94482 95223,8/9/16 21:06
83015 22251,78295 60375,8/9/16 21:07
96565 52272,93428 11808,8/9/16 21:09
92413 38675,90362 07317,8/9/16 21:17
97386 20071,94499 20763,8/9/16 21:19
78138 56841,97426 75324,8/9/16 21:21
87146 31956,83019 39880,8/9/16 21:24
94499 38099,90365 51029,8/9/16 21:24
90352 50054,97389 12538,8/9/16 21:26
81525 78007,93418 41992,8/9/16 21:35
92411 96415,77956 90632,8/9/16 21:37
94497 77615,81517 73746,8/9/16 21:43
78295 65598,98440 65896,8/9/16 21:46
90362 07317,92413 38675,8/9/16 21:47
93435 21961,92411 96415,8/9/16 21:54
94497 77615,81517 73746,8/9/16 21:59
94001 07403,90368 72970,8/9/16 22:05
97391 99665,90368 72970,8/9/16 22:07
94487 29969,97419 41164,8/9/16 22:08
97380 60551,97414 35000,8/9/16 22:18
93423 23000,98458 13389,8/9/16 22:19
90192 87313,78139 24512,8/9/16 22:20
90351 35947,97424 21092,8/9/16 22:22
94499 20763,90354 08732,8/9/16 22:25
87146 31956,83019 39880,8/9/16 22:35
93423 23000,98458 13389,8/9/16 22:38
78295 78750,97449 50000,8/9/16 22:44
94497 44333,97385 70012,8/9/16 22:51
93412 66159,94499 20763,8/9/16 22:52
96566 40412,90352 50054,8/9/16 22:53
90192 87313,78139 24512,8/9/16 22:59
92413 79027,74060 75431,8/9/16 23:00
94492 23068,94489 95536,8/9/16 23:00
90358 98099,97406 74488,8/9/16 23:01
93420 59147,90357 17994,8/9/16 23:03
74060 75431,92413 79027,8/9/16 23:05
93423 23000,78133 10302,8/9/16 23:09
90357 17994,93420 59147,8/9/16 23:20
78130 00821,98453 94494,8/9/16 23:24
97380 60551,78298 91466,8/9/16 23:24
74066 93594,78136 65840,8/9/16 23:26
78136 42599,97399 92703,8/9/16 23:27
97426 75324,78138 56841,8/9/16 23:33
97416 17124,90194 00845,8/9/16 23:33
70121 27677,83012 37742,8/9/16 23:35
98444 72482,98446 78140,8/9/16 23:36
94486 40312,97424 60171,8/9/16 23:37
98458 13389,93423 23000,8/9/16 23:38
97424 53609,90197 69887,8/9/16 23:48
98440 65896,78295 65598,8/9/16 23:51
81520 43406,92421 64236,8/9/16 23:53
97424 53609,90197 69887,9/9/16 6:02
97414 62784,98449 60656,9/9/16 6:03
90359 99240,94491 55790,9/9/16 6:07
95262 44233,98442 33257,9/9/16 6:08
90084 16988,93422 47940,9/9/16 6:11
90356 11723,81525 12041,9/9/16 6:13
98445 42844,99617 74886,9/9/16 6:18
90358 98099,97406 74488,9/9/16 6:20
97420 86635,90193 20957,9/9/16 6:23
97384 69866,87146 31956,9/9/16 6:25
93420 59147,90357 17994,9/9/16 6:36
78132 18081,77956 90632,9/9/16 6:38
97391 99665,94488 97308,9/9/16 6:38
97406 74488,92411 96415,9/9/16 6:40
81519 62015,99009 32475,9/9/16 6:41
97391 99665,90368 72970,9/9/16 6:42
78295 65598,98440 65896,9/9/16 6:46
92413 79027,74060 75431,9/9/16 6:53
81526 05544,99612 41256,9/9/16 6:54
97414 62784,98449 60656,9/9/16 6:55
77950 18278,89078 69605,9/9/16 6:55
99612 41256,81526 05544,9/9/16 6:57
78138 56841,99009 32475,9/9/16 7:05
99001 95783,89076 36757,9/9/16 7:09
97419 41164,94487 29969,9/9/16 7:15
74060 75431,92413 79027,9/9/16 7:31
70121 27677,90359 79636,9/9/16 7:31
94499 20763,84314 16122,9/9/16 7:31
99001 23133,90359 79636,9/9/16 7:38
93412 66159,94499 20763,9/9/16 7:40
98440 02823,81515 42171,9/9/16 7:43
97424 22395,90365 06212,9/9/16 7:46
97391 99665,94488 97308,9/9/16 7:49
98448 72117,93436 09781,9/9/16 7:57
90199 91061,97414 15280,9/9/16 7:58
98453 86521,93410 56456,9/9/16 7:59
90359 79636,84311 10322,9/9/16 8:02
93423 23000,78133 10302,9/9/16 8:02
94497 77615,81517 73746,9/9/16 8:05
90084 16988,98449 60656,9/9/16 8:07
78295 60375,93410 98013,9/9/16 8:08
90359 79636,70121 27677,9/9/16 8:11
94490 65627,97395 95120,9/9/16 8:11
92415 91418,94489 72078,9/9/16 8:14
97446 95253,97428 35959,9/9/16 8:17
84312 48999,94485 80091,9/9/16 8:24
90361 52679,90359 91512,9/9/16 8:25
92414 22596,93421 63491,9/9/16 8:26
94489 95536,93418 82576,9/9/16 8:28
93436 09781,98448 72117,9/9/16 8:37
94488 97308,93422 47940,9/9/16 8:37
93436 09781,98448 72117,9/9/16 8:37
90359 79636,84311 10322,9/9/16 8:43
93410 98013,98441 32533,9/9/16 8:43
92428 82401,97385 29751,9/9/16 8:48
94006 62384,99616 15114,9/9/16 8:49
97395 95120,94490 65627,9/9/16 8:52
84313 45689,78295 65598,9/9/16 8:53
97385 35042,93418 41992,9/9/16 8:54
95262 44233,98442 33257,9/9/16 9:04
96566 40412,90352 50054,9/9/16 9:13
90352 50054,97389 12538,9/9/16 9:14
78295 78750,97449 50000,9/9/16 9:16
97385 70012,94497 44333,9/9/16 9:20
97424 53609,90197 69887,9/9/16 9:22
89078 69605,77950 18278,9/9/16 9:24
84312 48999,94485 80091,9/9/16 9:37
89078 69605,77950 18278,9/9/16 9:39
78139 24512,90192 87313,9/9/16 9:43
93410 98013,98441 32533,9/9/16 9:45
93416 07259,78132 18081,9/9/16 9:56
97385 35042,93418 41992,9/9/16 9:57
81524 55552,97380 60551,9/9/16 10:02
92414 22596,93421 63491,9/9/16 10:03
94488 97308,97391 99665,9/9/16 10:05
78139 24512,90192 87313,9/9/16 10:05
87141 73076,78290 30467,9/9/16 10:06
92411 96415,97406 74488,9/9/16 10:08
98445 42844,99617 74886,9/9/16 10:11
98448 72117,93436 09781,9/9/16 10:12
78295 78750,97449 50000,9/9/16 10:21
90084 16988,93422 47940,9/9/16 10:24
78290 30467,87141 73076,9/9/16 10:26
81524 55552,97380 60551,9/9/16 10:27
78138 56841,97426 75324,9/9/16 10:28
99009 32475,78138 56841,9/9/16 10:30
99003 47921,98444 95768,9/9/16 10:34
97414 62784,98449 60656,9/9/16 10:34
94488 97308,97391 99665,9/9/16 10:36
81517 73746,94497 77615,9/9/16 10:37
97424 21092,90351 35947,9/9/16 10:39
93412 66159,94499 20763,9/9/16 10:39
97426 75324,78138 56841,9/9/16 10:41
93412 66159,98454 07778,9/9/16 10:41
77956 90632,78132 18081,9/9/16 10:43
78133 71458,70127 59322,9/9/16 10:44
97385 70012,94497 44333,9/9/16 10:47
98440 68457,95264 40233,9/9/16 10:50
94489 95536,93418 82576,9/9/16 10:59
94489 72078,97416 29480,9/9/16 11:00
97424 21092,90351 35947,9/9/16 11:06
98446 78140,98440 65896,9/9/16 11:12
97428 35959,97446 95253,9/9/16 11:14
89078 69605,77950 18278,9/9/16 11:18
90192 87313,78139 24512,9/9/16 11:21
95269 20533,97449 50000,9/9/16 11:24
94006 62384,99616 15114,9/9/16 11:29
78295 48262,70121 27677,9/9/16 11:37
90084 16988,98449 60656,9/9/16 11:39
90365 51029,94499 38099,9/9/16 11:40
99610 89720,90197 69887,9/9/16 11:40
94499 20763,97386 20071,9/9/16 11:40
81524 55552,97380 60551,9/9/16 11:41
90083 59148,97421 07528,9/9/16 11:46
90192 87313,78139 24512,9/9/16 11:47
90356 11723,81525 12041,9/9/16 11:53
99616 15114,94006 62384,9/9/16 11:54
97449 50000,95269 20533,9/9/16 11:55
94488 97308,93422 47940,9/9/16 12:11
90088 09624,93434 31551,9/9/16 12:16
90083 59148,97421 07528,9/9/16 12:17
84311 10322,90359 79636,9/9/16 12:22
90084 16988,98449 60656,9/9/16 12:23
97421 07528,90083 59148,9/9/16 12:24
97403 09983,97406 06245,9/9/16 12:26
94495 34273,94491 05266,9/9/16 12:32
98452 19037,90355 94399,9/9/16 12:39
94480 64700,90088 09624,9/9/16 12:41
93421 63491,92414 22596,9/9/16 12:41
90359 52497,97390 23922,9/9/16 12:42
90366 36573,98448 87878,9/9/16 12:44
90198 03659,97403 09983,9/9/16 12:46
97380 60551,81524 55552,9/9/16 12:47
98440 68457,95264 40233,9/9/16 12:49
78295 60375,93410 98013,9/9/16 12:51
97414 15280,90199 91061,9/9/16 12:54
81522 26166,90194 00845,9/9/16 12:55
97419 41164,94487 29969,9/9/16 12:55
98454 07778,93412 66159,9/9/16 12:57
78138 56841,99009 32475,9/9/16 12:58
90197 24124,99612 41256,9/9/16 12:59
93412 66159,98454 07778,9/9/16 13:01
98453 86521,93410 56456,9/9/16 13:05
93418 41992,97385 35042,9/9/16 13:06
89072 39789,87140 67779,9/9/16 13:14
93418 41992,81525 78007,9/9/16 13:19
98445 33687,97403 49292,9/9/16 13:21
97421 07528,90083 59148,9/9/16 13:26
97416 17124,90194 00845,9/9/16 13:29
81519 62015,99009 32475,9/9/16 13:29
98441 32533,70129 62374,9/9/16 13:32
94497 44333,90087 42537,9/9/16 13:35
98444 95768,99003 47921,9/9/16 13:44
94488 97308,93422 47940,9/9/16 13:44
92424 51984,78299 99223,9/9/16 13:45
93418 41992,81525 78007,9/9/16 13:56
93412 66159,98454 07778,9/9/16 14:05
97424 21092,90351 35947,9/9/16 14:14
97424 21092,98451 87493,9/9/16 14:16
93420 59147,90357 17994,9/9/16 14:17
90368 72970,97391 99665,9/9/16 14:25
93432 65750,92425 27794,9/9/16 14:28
74060 75431,92413 79027,9/9/16 14:40
90088 09624,93434 31551,9/9/16 14:45
93423 23000,78133 10302,9/9/16 14:51
90198 03659,97403 09983,9/9/16 14:52
78295 60375,83015 22251,9/9/16 14:53
94489 95536,94492 23068,9/9/16 14:55
97447 92655,97404 63904,9/9/16 15:00
98440 68457,95264 40233,9/9/16 15:00
97385 35042,93418 41992,9/9/16 15:05
90088 09624,93434 31551,9/9/16 15:10
97424 21092,90351 35947,9/9/16 15:13
97421 07528,98454 07778,9/9/16 15:14
97380 60551,90365 51029,9/9/16 15:15
90193 20957,97420 86635,9/9/16 15:19
90084 16988,98449 60656,9/9/16 15:21
98442 33257,95262 44233,9/9/16 15:26
93410 56456,98453 86521,9/9/16 15:33
93412 66159,94499 20763,9/9/16 15:35
78132 18081,77956 90632,9/9/16 15:35
92415 91418,94489 72078,9/9/16 15:42
92413 38675,90362 07317,9/9/16 15:48
97424 21092,98451 87493,9/9/16 15:52
81515 65055,78295 48262,9/9/16 15:54
98442 33257,95262 44233,9/9/16 15:54
90197 69887,99610 89720,9/9/16 15:58
98453 86521,93410 56456,9/9/16 16:04
97424 21092,90351 35947,9/9/16 16:04
97414 15280,90199 91061,9/9/16 16:06
94497 44333,97385 70012,9/9/16 16:09
92411 96415,97406 74488,9/9/16 16:14
96566 40412,90352 50054,9/9/16 16:21
99617 74886,98445 42844,9/9/16 16:26
97391 99665,90368 72970,9/9/16 16:26
81515 65055,78295 48262,9/9/16 16:28
92414 22596,93421 63491,9/9/16 16:29
94492 23068,94489 95536,9/9/16 16:31
97393 04671,98444 42212,9/9/16 16:31
90358 98099,97406 74488,9/9/16 16:36
90083 59148,97421 07528,9/9/16 16:36
98448 72117,93436 09781,9/9/16 16:39
93410 98013,98441 32533,9/9/16 16:41
90083 59148,97421 07528,9/9/16 16:46
78295 48262,81515 65055,9/9/16 16:47
98444 42212,97393 04671,9/9/16 16:52
70121 27677,83012 37742,9/9/16 16:57
94499 38099,90365 51029,9/9/16 16:58
94006 62384,97412 66065,9/9/16 16:58
93427 56500,98447 12671,9/9/16 17:00
94005 06213,98453 46196,9/9/16 17:03
93423 23000,98458 13389,9/9/16 17:05
99009 32475,81519 62015,9/9/16 17:07
94499 20763,97386 20071,9/9/16 17:11
94487 29969,97419 41164,9/9/16 17:16
94001 07403,90368 72970,9/9/16 17:17
81526 05544,99612 41256,9/9/16 17:20
92424 51984,78299 99223,9/9/16 17:20
78295 48262,70121 27677,9/9/16 17:25
98448 72117,93436 09781,9/9/16 17:26
98453 86521,93410 56456,9/9/16 17:26
97424 21092,90351 35947,9/9/16 17:29
94486 40312,97424 60171,9/9/16 17:34
78295 60375,93410 98013,9/9/16 17:35
